account.licenseNumber;account.name;listing.address.city;listing.address.country;listing.address.street;listing.title
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Paim;São Paulo - Apartamento Padrão - Consolação
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Rua Henri Dunant;São Paulo - Apartamento Padrão - Chacara Santo Antonio
06118-J-SP;Roque Imóveis;Limeira;BR;normal;LIMEIRA - Kitchenette/Conjugados - Jardim Cidade Universitária I
058243-J-RJ;A3 IMÓVEIS;Rio de Janeiro;BR;Rua Almirante Pereira Guimarães;Rio de Janeiro - Apartamento Padrão - Leblon
04149-J-MG;APACHE PONTE NOVA;Ponte Nova;BR;normal;Ponte Nova - Apartamento Padrão - Santo Antônio I
00941-J-SP;OMA NETIMOVEIS;São Paulo;BR;Alameda Ministro Rocha Azevedo;São Paulo - Apartamento Padrão - Cerqueira César
67386-F-RJ;City View;Rio de Janeiro;BR;Avenida das Américas;Rio de Janeiro - Apartamento Padrão - Recreio dos Bandeirantes
29801-J-SP;BDL SOLUCOES IMOBILIÁRIAS EIRELI  ME;Campinas;BR;Rua Luís Otávio;Campinas - Apartamento Padrão - Mansões Santo Antônio
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua Valentim Savioli;Guarulhos - Apartamento Padrão - Jardim Cocaia
82320-J-SP;AGENCIA DA PRAIA IMOVEIS;Praia Grande;BR;Rua Cataguases;Praia Grande - Apartamento Padrão - Tupi
00039-J-RS;Credito Real Imóveis Aluguéis;Porto Alegre;BR;Rua Anita Garibaldi;PORTO ALEGRE - Apartamento padrão - AUXILIADORA
65871-J-SP;PRETELE IMOVEIS LTDA;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Vila Leopoldina
24224-F-MG;Marcos Abraão Moreira;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Itatiaia
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Avenida Brunoro de Gasperi;Campinas - Apartamento Padrão - Parque Prado
00586-J-RS;Corretora de Imóveis Segura LTDA;Canoas;BR;Rua Siqueira Campos;Canoas - Apartamento Padrão - Centro
29484-J-SP;LINK CORRETOR - CORRETORES ASSOCIADOS LTDA - ME;Campinas;BR;Rua Santa Maria Rosselo;Campinas - Apartamento Padrão - Mansões Santo Antônio
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Cipriano Barata;São Paulo - Apartamento Padrão - Ipiranga
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Santo Antônio
19828-J-SP;FERNANDES LUCENA BROKERS;Santana de Parnaíba;BR;Avenida Marte;Santana de Parnaíba - Apartamento Padrão - Alphaville
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua General Leite de Castro;São Paulo - Apartamento Padrão - Jardim Santa Emília
131313-J-SP;Live Here Serviços Imobiliários;Ribeirão Preto;BR;Rua 21 de Abril;Ribeirão Preto - Padrão - Vila Tibério
normal;Impéria Imobiliária;Jundiaí;BR;Rua do Retiro;Jundiaí - Apartamento Padrão - Vila das Hortências
92329-F-SP;Rase Imóveis;São Paulo;BR;Rua Dona Vitu Giorgi;São Paulo - Apartamento Padrão - Morumbi
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Coriolano;São Paulo - Apartamento Padrão - Vila Romana
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Serra
00769-J-SP;ROSSI IMÓVEIS;São Paulo;BR;Rua Bruno Cavalcanti Feder;São Paulo - Apartamento Padrão - Vila Prudente
normal;Inbox Cia Imobiliária;Bento Gonçalves;BR;normal;INBOX ALUGA: Apartamento com 2 dormitórios, mobiliado, medindo cerca 55 m² por 1.120/mês - Loteam
005718-J-RJ;J FORTUNATO IMÓVEIS LTDA;Rio de Janeiro;BR;Rua André Rocha;Apartamento de 50 metros quadrados no bairro Taquara com 2 quartos
01526-J-PR;KONDOR IMÓVEIS;Curitiba;BR;Rua Mauá;Apartamento de 98 metros quadrados no bairro Alto da Glória com 3 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Taboão da Serra;BR;Estrada São Francisco;Taboão da Serra - Apartamento Padrão - Parque Industrial das Oliveiras
17223-J-SP;Del Negro Imóveis - Granja Viana, Jaguaré e Região;São Paulo;BR;Avenida Miguel Frias e Vasconcelos;São Paulo - Apartamento Padrão - Jaguaré
20995-J-SP;Predial Lins Premium Administração e Vendas Ltda;São Paulo;BR;Rua Doutor Ricardo Daunt;São Paulo - Apartamento Padrão - Vila Monumento
14575-F-RJ;JORGE ALMIR IMÓVEIS NITERÓI;Niterói;BR;Rua Mem de Sá;Apartamento de 60 metros quadrados no bairro Icaraí com 2 quartos
175791-F-SP;Brito Negócios Imobiliários;São Paulo;BR;normal;SÃO PAULO - Apartamento Padrão - SANTANA
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Niterói;BR;Rua Antônio Parreiras;Niterói - Apartamento Padrão - Ingá
22538-J-SP;Golf Adm e Partic. Ltda;São Paulo;BR;normal;APARTAMENTO DE 120 M² NO COLINA DE SÃO FRANCISCO.
07302-J-RJ;LIDER IMOVEIS NEGOCIOS IMOBILIARIOS LTDA ME;Cabo Frio;BR;Rua Zulmira Mendes;Apartamento de 110 metros quadrados no bairro Braga com 2 quartos
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Major José Inácio;São Carlos - Padrão - Centro
22002-F-RS;PAESI IMÓVEIS LOCAÇÕES;Porto Alegre;BR;Rua Dona Leopoldina;PORTO ALEGRE - Apartamento Padrão - SAO JOAO
82320-J-SP;AGENCIA DA PRAIA IMOVEIS;Praia Grande;BR;Rua Doutor Samuel Augusto Leão de Moura;Praia Grande - Apartamento Padrão - Caiçara
02414-J-MG;GN IMOVEIS;Belo Horizonte;BR;Rua Alves do Vale;Belo Horizonte - Apartamento Padrão - Luxemburgo
02696-J-PR;PEREZ EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;Londrina;BR;normal;LONDRINA - Apartamento Padrão - MONCOES
047250-F-RJ;JOSE LUIZ AZEVEDO;Rio de Janeiro;BR;Rua Conselheiro Macedo Soares;Apartamento de 80 metros quadrados no bairro Lagoa com 2 quartos
normal;VINICIUS BORGES DE ALMEIDA AMADO;Rio de Janeiro;BR;Rua Piragibe Frota Aguiar;Apartamento para aluguel com 35 metros quadrados com 1 quarto em Copacabana - Rio de Janeiro - RJ
10927-J-SP;Frasão Imóveis Ltda;São Bernardo do Campo;BR;normal;São Bernardo do Campo - Apartamento Padrão - Baeta Neves
00520-J-SP;SINAI IMOBILIARIA LTDA. - EPP;São Paulo;BR;Rua Joaquim Murtinho;SãO PAULO - Apartamento Padrão - Bom Retiro
normal;Abivel Imóveis;São Paulo;BR;Avenida Deputado Emílio Carlos;São Paulo - Apartamento Padrão - Limão
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Grajaú;Barueri - Apartamento Padrão - Alphaville Comercial
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida João XXIII;São Paulo - Apartamento Padrão - Vila Formosa
normal;Bossa Nova Sotheby's RJ;Rio de Janeiro;BR;normal;Rio de Janeiro - Apartamento Padrão - Ipanema
04135-F-MG;NORTE SUL IMÓVEIS;Belo Horizonte;BR;Rua Ernani Agricola;BELO HORIZONTE - Apartamento Padrão - Buritis
000358-J-RS;Porto do Sol Imoveis Ltda - Epp;Porto Alegre;BR;Rua Ramiro Barcelos;PORTO ALEGRE - Apartamento Padrão - MOINHOS DE VENTO
normal;VINICIUS BORGES DE ALMEIDA AMADO;Rio de Janeiro;BR;Rua Piragibe Frota Aguiar;Apartamento para aluguel com 35 metros quadrados com 1 quarto em Copacabana - Rio de Janeiro - RJ
00520-J-SP;SINAI IMOBILIARIA LTDA. - EPP;São Paulo;BR;Rua Joaquim Murtinho;SãO PAULO - Apartamento Padrão - Bom Retiro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida João XXIII;São Paulo - Apartamento Padrão - Vila Formosa
22002-F-RS;PAESI IMÓVEIS LOCAÇÕES;Porto Alegre;BR;Rua Dona Amélia;PORTO ALEGRE - Apartamento Padrão - SANTA TEREZA
28819-J-SP;HEXINVEST SOLUÇÕES IMOBILIÁRIAS LTDA;Indaiatuba;BR;Rua Pedro Américo;Indaiatuba - Apartamento Padrão - Cidade Nova I
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Professora Nicoleta Stela Germano;São Carlos - Padrão - Jardim Lutfalla
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Professora Nicoleta Stela Germano;São Carlos - Padrão - Parque Santa Mônica
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Mario Natividade;Campinas - Apartamento Padrão - Taquaral
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua Jasmim;Campinas - Apartamento Padrão - Mansões Santo Antônio
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Rua Luzitana;Campinas - Apartamento Padrão - Centro
10888-F-RS;Freire Administração e serviços Prediais LTDA;Porto Alegre;BR;Rua José de Alencar;PORTO ALEGRE - Apartamento Padrão - MENINO DEUS
20999-J-RS;Morano Imobiliária;Porto Alegre;BR;normal;2 quartos com 2 vagas na Protásio! R$200,00 de desconto nos 2 primeiros meses!
25949-J-SP;NSK3 NEGÓCIOS IMOBILIÁRIOS LTDA;São Paulo;BR;Rua Carlos Alberto Vanzolini;São Paulo - Apartamento Padrão - Vila dos Remédios
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Curitiba;BR;Rua Delegado Naby Paraná;Curitiba - Apartamento Padrão - Capão Raso
007302-J-SP;IMOBILIARIA PINOTTI LTDA - EPP;São Bernardo do Campo;BR;normal;Apartamento com 2 dormitórios para alugar, 56 m² por 1.100,00/mês - Santa Terezinha - São Bernard
038541-F-SP;Porto Real Locação;São Bernardo do Campo;BR;normal;SAO BERNARDO DO CAMPO - Apartamento Padrão - NOVA PETROPOLIS
normal;AM Cardoso Imóveis;Porto Alegre;BR;Rua Itiberê da Cunha;Apartamento de 54 metros quadrados no bairro São Sebastião com 2 quartos
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Grajaú;Barueri - Apartamento Padrão - Alphaville Industrial
007302-J-SP;IMOBILIARIA PINOTTI LTDA - EPP;São Bernardo do Campo;BR;normal;Apartamento residencial para locação.
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Rua Papa Paulo VI;São Bernardo do Campo - Apartamento Padrão - Nova Petrópolis
03703-J-PR;Imobiliária Santamérica;Londrina;BR;Rua Benjamin Franklin;LONDRINA - Apartamento Padrão - Parque Jamaica
058243-J-RJ;A3 IMÓVEIS;Rio de Janeiro;BR;Rua Almirante Pereira Guimarães;Rio de Janeiro - Apartamento Padrão - Leblon
30340-F-RS;CASA PORTO;Porto Alegre;BR;normal;PORTO ALEGRE - Apartamento Padrão - São João
01599-J-MG;Ariane Imóveis Ltda;Belo Horizonte;BR;Rua Cláudio Manoel;Belo Horizonte - Apartamento Padrão - Funcionários
25435-J-SP;DD PRIME IMÓVEIS;Valinhos;BR;Rua João Bissotto Filho;Valinhos - Apartamento Padrão - Ortizes
04386-J-PR;IMOBILIARIA MONACO;Londrina;BR;Rua Alexander Graham Bell;Londrina - Apartamento Padrão - Parque Jamaica
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Bernardo do Campo;BR;Rua Rio Branco;São Bernardo do Campo - Apartamento Padrão - Nova Petrópolis
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Capiacaci;São Paulo - Apartamento Padrão - Penha de França
07928-J-SP;Casa & Jardins;Santos;BR;Rua Bahia;Santos - Apartamento Padrão - Gonzaga
20526-J-SP;SANTA SALES IMÓVEIS;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Saúde
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Paulistânia;São Paulo - Apartamento Padrão - Vila Madalena
21592-J-SP;Dalton Gonçales Empreendimentos Imobiliários;Salto;BR;normal;SALTO - Apartamento Padrão - BELA VISTA
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua Orfanotrófio;Porto Alegre - Apartamento Padrão - Santa Tereza
09544-J-SP;IMOVEIS VILLANI;São José dos Campos;BR;Rua Jordão Monteiro Ferreira;São José dos Campos - Apartamento Padrão - Jardim São Dimas
51338-F-SP;Tendo Imóveis LTDA - ME;São Bernardo do Campo;BR;normal;São Bernardo do Campo - Apartamento Padrão - Planalto
18439-J-SP;RE/MAX JAPI;Jundiaí;BR;Avenida Benedicto Castilho de Andrade;Jundiaí - Apartamento Padrão - Eloy Chaves
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Alameda Itapecuru;Barueri - Apartamento Padrão - Alphaville Industrial
normal;AM Cardoso Imóveis;Porto Alegre;BR;Rua Lasar Segall;Apartamento de 61 metros quadrados no bairro São Sebastião com 2 quartos
111032-F-SP;Amerimoveis;Americana;BR;normal;Americana - Apartamento Padrão - Jardim Santana
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua General Câmara;Porto Alegre - Apartamento Padrão - Centro Histórico
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Alencar Araripe;São Paulo - Apartamento Padrão - Sacomã
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Rua Borges Lagoa;São Paulo - Apartamento Padrão - Vila Clementino
17862-J-SP;GRUPO AGUIAR;Campinas;BR;normal;Campinas - Apartamento Padrão - Parque das Cachoeiras
70300-J-RJ;MARCOS CARVALHO IMÓVEIS LTDA ME;Rio de Janeiro;BR;Rua Santo Amaro;Apartamento para aluguel tem 66 metros quadrados com 2 quartos em Glória - Rio de Janeiro - RJ
24205-J-RS;GOLDEN IMOBILIÁRIA;Porto Alegre;BR;Rua Coronel Fernando Machado;Porto Alegre - Apartamento Padrão - Centro Histórico
28772-J-SP;Pellegrino Imóveis;São Paulo;BR;Rua Alvorada;São Paulo - Apartamento Padrão - Vila Olímpia
05222-J-MG;BH BROKERS;Belo Horizonte;BR;Rua Oscar Trompowsky;BELO HORIZONTE - Apartamento Padrão - Gutierrez
normal;OCEANICA ADMINISTRADORA DE IMOVEIS LTDA;Camboriú;BR;normal;Camboriú - Apartamento Padrão - TABULEIRO
10840-J-SP;MORAES IMOBILIARIA EIRELI;Bauru;BR;normal;Apartamento com 3 dormitórios para alugar, 217 m² por 2.300,00/mês - Jardim Panorama - Bauru/SP
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Carmela Dutra;Rio de Janeiro - Apartamento Padrão - Tijuca
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Travessa Vila Nilo;São Paulo - Apartamento Padrão - Aclimação
00039-J-RS;Credito Real Imóveis Aluguéis;Porto Alegre;BR;Avenida Ceres;Apartamento de 60 metros quadrados no bairro Partenon com 2 quartos
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Avenida Brigadeiro Luís Antônio;São Paulo - Apartamento Padrão - Bela Vista
02658-J-PR;HANSEL IMOVEIS LTDA - EPP;Curitiba;BR;Rua Hipólito da Costa;Apartamento de 75 metros quadrados no bairro Hauer com 2 quartos
19578-J-SP;MARENGO IMOVEIS LTDA. - ME;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Vila Gomes Cardim
23706-J-SP;VLZ Imóveis Ltda;São Paulo;BR;Rua Desembargador Aragão;São Paulo - Apartamento Padrão - Vila Mariana
22236-J-SP;LOCAL IMÓVEIS - ALTO DE PINHEIROS;São Paulo;BR;Rua Mário Whately;São Paulo - Apartamento Padrão - ALTO DA LAPA
28814-F-PR;EDUARDO DORIA;Rio de Janeiro;BR;Rua Marechal Aguiar;RIO DE JANEIRO - Apartamento Padrão - Benfica
21729-J-SP;BELLA CASA IMOVEIS;São Paulo;BR;Rua Maria Otília;São Paulo - Apartamento Padrão - Tatuapé
02343-J-RJ;CONAC ADMINISTRADORA DE IMÓVEIS LTDA;Rio de Janeiro;BR;Rua Almirante Baltazar;Apartamento de 64 metros quadrados no bairro São Cristóvão com 2 quartos
normal;METROPOLIS BROKERS;São Caetano do Sul;BR;Rua Heloísa Pamplona;São Caetano do Sul - Apartamento Padrão - Fundação
normal;AM Cardoso Imóveis;Porto Alegre;BR;Avenida Família Gonçalves Carneiro;Apartamento de 40 metros quadrados no bairro Cavalhada com 2 quartos
16377-J-SP;SCHEID IMÓVEIS - MARAJOARA;São Paulo;BR;Rua Moliére;São Paulo - Apartamento Padrão - Jardim Marajoara
19578-J-SP;MARENGO IMOVEIS LTDA. - ME;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Cidade Mãe do Céu
029336-J-SP;Studio Imoveis Ltda - ME;Caraguatatuba;BR;Avenida Prefeito Geraldo Nogueira da Silva;Apartamento Totalmente Frente Mar com 02 dorms.
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Ferreira de Araújo;São Paulo - Apartamento Padrão - Pinheiros
33742-F-RJ;FOX HOME;Curitiba;BR;Rua Leonardo Wesolowski;Curitiba - Apartamento Padrão - Campo Comprido
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Humboldt;Rio de Janeiro - Apartamento Padrão - Bonsucesso
03009-J-MG;BEAGA EMPRENDIMENTOS;Belo Horizonte;BR;Rua Cachoeira de Minas;BELO HORIZONTE - Apartamento Padrao - GUTIERREZ
058243-J-RJ;A3 IMÓVEIS;Rio de Janeiro;BR;Rua Almirante Pereira Guimarães;Rio de Janeiro - Apartamento Padrão - Leblon
22461-J-SP;FMS IMOVEIS;São Paulo;BR;Rua Henri Dunant;São Paulo - Apartamento Padrão - Chacara Santo Antonio
08391-J-SP;Invest Negócios Imobiliários LTDA;São José dos Campos;BR;normal;São José dos Campos - Apartamento Padrão - Jardim Aquarius
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Avenida Palmira Gobbi;Porto Alegre - Apartamento Padrão - Humaitá
18958-J-SP;Royal Imóveis;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Vila da Saúde
05670-J-SP;Imobiliária Governador;Campinas;BR;normal;Campinas - Apartamento Padrão - Taquaral
26259-J-SP;Bancoimóvel;Sumare;BR;normal;SUMARÉ - Apartamento Padrão - CONDOMÍNIO RESIDENCIAL VIVA VISTA
normal;HABITARE POA;Porto Alegre;BR;Rua Enes Bandeira;PORTO ALEGRE - Apartamento Padrão - CRISTO REDENTOR
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Campevas;São Paulo - Apartamento Padrão - Sumaré
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Delmira Ferreira;São Paulo - Apartamento Padrão - Ipiranga
02917-J-SP;Zylber Imobiliária;São Paulo;BR;Alameda Franca;São Paulo - Apartamento Padrão - Jardim Paulista
20417-J-RS;EXPANSAO IMOVEIS LTDA;Porto Alegre;BR;Rua Carlos Von Koseritz;Apartamento de 40 metros quadrados no bairro São João
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Rua Maria Monteiro;Campinas - Apartamento Padrão - Cambuí
004597-J-RJ;JBV LOCACAO DE IMOVEIS LTDA - ME;Niterói;BR;Rua Visconde de Itaboraí;EXCELENTE APTO NO CENTRO DE NITERÓI
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Centro
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Rua Doutor Emílio Ribas;Campinas - Apartamento Padrão - Cambuí
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
29427-J-SP;OPEN NEGOCIOS IMOBILIARIOS;Santo André;BR;Rua João Ribeiro;Santo André - Apartamento Padrão - Campestre
42904-J-SP;NET OFFICE IMÓVEIS;São José dos Campos;BR;Rua Cândido Marciano Leite;São José dos Campos - Apartamento Padrão - Vila Betânia
7998-J-RJ;NJS IMÓVEIS;São Gonçalo;BR;Travessa Carolina;Apartamento de 65 metros quadrados no bairro Tenente Jardim com 2 quartos
006906-J-RJ;METRO QUADRADO EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;Rio das Ostras;BR;Rua Fortaleza;Rio das Ostras - Apartamento Padrão - Recreio
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua Doutor Carlos Renato R. Fonseca;Porto Alegre - Apartamento Padrão - Jardim Itu-Sabará
04386-J-PR;IMOBILIARIA MONACO;Londrina;BR;Avenida Custódio Venâncio Ribeiro;Londrina - Apartamento Padrão - Cidade Industrial II
normal;Brognoli Digital;Florianópolis;BR;Rua Esteves Júnior;FLORIANÓPOLIS - Apartamento Padrão - CENTRO
20975-J-RS;Central de Imóveis;Porto Alegre;BR;Rua Marechal Floriano Peixoto;Locação Apartamento PORTO ALEGRE RS Brasil
normal;SOLON CORRETOR;São Paulo;BR;Alameda Joaquim Eugênio de Lima;2 suítes e varanda com 81 metros quadrados Lazer Completo
20526-J-SP;SANTA SALES IMÓVEIS;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Itaim Bibi
97833-J-SP;G2F Especialista em Imóveis;Campinas;BR;normal;Campinas - Apartamento Padrão - Vila Mimosa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Girassol;São Paulo - Apartamento Padrão - Vila Madalena
normal;INL ADMINISTRAÇÃO DE BENS LTDA - ME;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Jardim Textil
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Hipódromo;São Paulo - Apartamento Padrão - Mooca
032704-J-SP;INTERVALE INTERMEDIACOES IMOBILIARIAS;São José dos Campos;BR;normal;APARTAMENTO RESIDENCIAL em SÃO JOSÉ DOS CAMPOS - SP, JARDIM DAS INDÚSTRIAS
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Nanuque;São Paulo - Apartamento Padrão - Vila Leopoldina
095083-F-SP;Foco Soluções Imobiliarias Ltda Me;Praia Grande;BR;Rua Dino Tognini;Praia Grande - Apartamento Padrão - Vila Caiçara
09720-J-CE;APREDIAL ADMINISTRADORA CEARENSE DE BENS IMOV LTDA - EPP;Fortaleza;BR;Rua Campos Novos;Locação Apartamento 2 quartos Damas Fortaleza
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Santa Inês;São Paulo - Apartamento Padrão - Mandaqui
034105-J-SP;I.F.R ENGENHARIA E IMÓVEIS;Taubaté;BR;Avenida Haroldo Mattos;Taubaté - Apartamento Padrão - Portal da Mantiqueira
14701-J-SP;Bauer Imóveis;Campinas;BR;Avenida Maria Emília Alves dos Santos de Ângelis;CAMPINAS - Apartamento Padrão - Parque Prado
20220-J-SP;MAIA IMOVEIS;São Caetano do Sul;BR;normal;SAO CAETANO DO SUL - Apartamento Padrão - Santo Antônio
97833-J-SP;G2F Especialista em Imóveis;Campinas;BR;normal;Campinas - Apartamento Padrão - Jardim Nova Europa
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Rua General Osório;Campinas - Apartamento Padrão - Cambuí
44809-F-RJ;Remax Riserva;Rio de Janeiro;BR;Praça Antônio Callado;Rio de Janeiro - Apartamento Padrão - Barra da Tijuca
14523-J-SP;Emaximóvel Vendas e Imóveis Organização LTDA-EPP;Sorocaba;BR;Avenida São Paulo;Apartamento de 50 metros quadrados no bairro Além Ponte com 2 quartos
03307-J-PR;Imobiliária Atual Ltda - ME;Londrina;BR;Rua Pará;LONDRINA - APARTAMENTO PADRÃO - CENTRO
19340-J-SP;SPECIAL IMOVEIS TATUAPÉ;São Paulo;BR;Rua Ivaí;São Paulo - Apartamento Padrão - Tatuapé
02141-J-RJ;CINOCRED  CENTRAL DE INFORMAÇÃO E ORIENTAÇÃO AO CREDITO LTDA;Rio de Janeiro;BR;Avenida Marechal Rondon;Apartamento de 55 metros quadrados no bairro Sampaio com 3 quartos
89881-F-SP;Mix Nascimento Imóveis e corretora de Seguros LTDA;São Bernardo do Campo;BR;normal;Apartamento padrão mobiliado em Vila Santa Luzia - São Bernardo do Campo, SP
22612-J-SP;Lopes - Erwin Maack Consultoria de Imóveis S/A;São Paulo;BR;Rua São Benedito;São Paulo - Apartamento Padrão - ALTO DA BOA VISTA
00254-J-SC;San Remos Imóveis;Florianópolis;BR;Rua Patrício Farias;Florianópolis - Apartamento Padrão - Itacorubi
25727-F-RJ;THOMAZ IMOVEIS;Macaé;BR;Rua Edson Torres de Castro;Apartamento de 64 metros quadrados no bairro Costa do Sol com 2 quartos
032704-J-SP;INTERVALE INTERMEDIACOES IMOBILIARIAS;São José dos Campos;BR;normal;LINDO APARTAMENTO SEMI-MOBILIADO NO JARDIM AQUARIUS
19663-J-SP;NBI IMOVEIS;São José do Rio Preto;BR;Rua Jamil Kfouri;SAO JOSE DO RIO PRETO - Apartamento Padrão - RESIDENCIAL MACEDO TELES
